year,week_number,rovaniemi_temperature,sodankylä_temperature,ivalo_temperature,oulu_temperature,kajaani_temperature,kuopio_temperature,jyväskylä_temperature,tampere_temperature,helsinki_temperature,rov_lat,rov_lon,sod_lat,sod_lon,iva_lat,iva_lon,oul_lat,oul_lon,kaj_lat,kaj_lon,kuo_lat,kuo_lon,jyv_lat,jyv_lon,tam_lat,tam_lon,hel_lat,hel_lon
2020,29,"15,4","16,11428571","16,07142857","16,91428571","16,38571429","16,64285714","17,04285714","16,27142857","18,35714286","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2020,30,"16,15714286","17,25714286","17,38571429","16,1","15,58571429","17,1","14,94285714","16,14285714","16,47142857","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2020,31,"15,82857143","15,67142857","15,11428571","16,75714286","15,28571429","15,88571429","15,72857143","16,62857143","17,2","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2020,32,"15,88571429","15,58571429","14,97142857","17,2","16,92857143","16,21428571","17,34285714","16,68571429","18,31428571","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2020,33,"13,58571429","13,21428571","11,81428571","15,44285714","14,04285714","13,64285714","14,82857143","17,47142857","17,01428571","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2020,34,"14,52857143","14,44285714","13,67142857","16,55714286","16,02857143","13,4","15,87142857","13,47142857","18,4","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2020,35,"9,957142857","9,942857143","9,871428571","11,15714286","10,95714286","11,28571429","11,4","13,01428571","13,95714286","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2020,36,"11,34285714","10,6","11,21428571","12,98571429","12,24285714","9,571428571","12,48571429","11,51428571","14,2","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2020,37,"8,928571429","7,971428571","8,271428571","10,75714286","10,28571429","11,28571429","10,12857143","10,48571429","12,24285714","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2020,38,"6,371428571","5,485714286","6,328571429","9,228571429","7,871428571","11,2","8,671428571","12,48571429","11,18571429","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2020,39,"6,957142857","6,185714286","5,671428571","10,51428571","11,12857143","11,08571429","11,72857143","12,72857143","14,32857143","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2020,40,"8,657142857","8,742857143","9,314285714","10,67142857","9,714285714","5,314285714","10,35714286","12,17142857","12,38571429","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2020,41,"8,414285714","7,742857143","7,228571429","10,45714286","10,31428571","1,971428571","10,14285714","5,6","12,2","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2020,42,"1,357142857",1,"0,6428571429","3,814285714","3,471428571","5,685714286","3,528571429","3,185714286","5,3","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2020,43,"-2,442857143","-2,285714286","-1,485714286","0,6714285714","0,4857142857","6,342857143","1,042857143","6,414285714","4,442857143","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2020,44,"1,316666667","-0,03333333333","0,01666666667","4,883333333","5,083333333","1,666666667","6,983333333","6,9","8,566666667","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,17,"-0,85","-1,05","-0,8","1,05","0,35","16,05","1,85","2,65",4,"66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,18,"0,9428571429","0,7142857143","0,3857142857","3,485714286","2,5","13,08571429","4,014285714","13,14285714","5,171428571","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,19,"7,328571429","5,271428571","3,857142857","13,24285714","14,3","8,171428571","14,82857143","11,81428571","15,37142857","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,20,"6,6","6,285714286","5,3","9,242857143","11,92857143","15,61428571","10,95714286","9,385714286","11,78571429","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,21,"6,914285714","6,485714286","4,642857143","7,642857143","6,885714286","18,57142857","8,857142857","14,34285714","10,8","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,22,"16,74285714","16,72857143","15,37142857","16,28571429","16,11428571","16,31428571","16,77142857","18,81428571","16,1","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,23,"17,5","17,8","17,84285714","18,1","17,38571429","22,27142857","17,51428571","15,97142857","17,52857143","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,24,"11,21428571","11,44285714","11,11428571","13,68571429","14,84285714","19,74285714","17,58571429","22,45714286","19,01428571","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,25,"15,04285714","14,48571429","13,2","17,57142857","19,51428571","23,64285714","21,47142857","19,37142857","22,58571429","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,26,"18,51428571","18,47142857","16,68571429",19,"18,97142857","23,55714286","19,18571429","22,01428571","20,51428571","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,27,"21,41428571","21,74285714","20,97142857","22,61428571","22,52857143","15,72857143","22,41428571","22,72857143","23,17142857","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,28,"17,65714286","17,31428571","15,95714286","19,58571429","19,6","19,91428571","21,34285714","16,57142857","23,14285714","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,29,"12,21428571","11,38571429","10,08571429","14,95714286","14,15714286","16,18571429","15,37142857","19,34285714","17,07142857","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,30,"16,15714286","14,35714286","12,02857143","18,61428571","17,5","17,55714286","18,85714286","15,25714286","19,91428571","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,31,"14,32857143","13,08571429","12,84285714","15,74285714","14,38571429","15,34285714","15,2","17,05714286","16,01428571","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,32,"15,25714286","14,75714286","14,48571429","16,3","15,74285714","11,1","15,72857143","14,75714286","17,15714286","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,33,"11,35714286","11,05714286","9,885714286","14,17142857","14,01428571","10,5","13,95714286","11,78571429","15,11428571","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,34,"8,971428571","7,942857143","9,357142857","10,11428571","9,385714286","10,35714286","11,08571429","12,35714286","13,2","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,35,"8,114285714","7,614285714","7,442857143","10,37142857","8,871428571","7,542857143","9,014285714","10,67142857","10,67142857","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,36,"8,157142857","6,928571429","6,928571429","10,24285714","9,585714286","6,1","10,75714286","9,314285714","13,31428571","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,37,"4,485714286","4,528571429","4,671428571","6,457142857","5,585714286","7,871428571","6,571428571","6,157142857","8,471428571","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,38,"4,971428571","5,328571429","5,985714286","6,414285714",5,"10,12857143","5,542857143","8,242857143","7,385714286","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,39,"7,242857143","7,514285714","8,057142857","8,4","7,485714286","6,5","7,3","10,57142857","9,057142857","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,40,"7,128571429","6,771428571","6,014285714","10,27142857","9,528571429","2,2","10,44285714","7,857142857","11,21428571","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,41,"2,814285714","2,642857143","1,885714286","4,957142857","4,657142857","5,642857143","4,914285714","4,357142857","6,657142857","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,42,"-3,714285714","-4,971428571","-5,128571429","-0,3142857143","-0,4714285714","5,628571429","1,685714286","5,314285714","4,671428571","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,43,"-0,1714285714","-1,557142857","-4,214285714","4,557142857","4,628571429",1,"6,842857143","6,757142857","8,557142857","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2022,17,"1,1","0,9","0,4","1,6","1,9",11,"3,9","10,6","6,3","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2022,18,"2,385714286","2,085714286","1,314285714","4,028571429","3,714285714","8,028571429","5,457142857","8,2","6,8","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2022,19,"7,185714286","6,871428571","5,714285714","7,928571429","7,8","12,04285714","8,485714286","9,057142857","9,585714286","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2022,20,"6,457142857","5,557142857","4,271428571","8,3","7,528571429","13,38571429","8,328571429",12,"9,842857143","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2022,21,"11,25714286","10,81428571","10,25714286","12,38571429","11,45714286","14,47142857","12,94285714","12,34285714","11,92857143","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2022,22,"13,15714286","13,38571429","12,84285714","13,67142857","12,68571429","13,9","12,65714286","13,62857143","12,98571429","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2022,23,"12,94285714","12,65714286","12,12857143","13,74285714","13,41428571","16,85714286","14,64285714","15,27142857","16,04285714","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2022,24,"11,91428571","10,62857143","8,685714286","13,08571429","12,08571429","22,81428571","12,72857143","15,5","15,22857143","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2022,25,"15,74285714","15,38571429","14,21428571","16,97142857","17,11428571","18,32857143","18,18571429","23,41428571","18,27142857","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2022,26,"22,44285714","22,07142857","21,82857143","23,17142857","21,5","18,11428571","22,47142857","17,92857143","23,44285714","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2022,27,"15,41428571","15,72857143","16,02857143","16,94285714","15,98571429","17,27142857","16,12857143","16,48571429","17,74285714","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2022,28,"16,71428571","16,75714286","17,02857143","17,21428571","16,84285714","16,67142857","15,85714286","16,82857143","16,42857143","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2022,29,"15,98571429","15,35714286","14,81428571","17,07142857","16,61428571","18,14285714","16,71428571","16,67142857","18,82857143","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2022,30,"13,52857143","13,64285714","13,05714286","15,75714286","15,35714286","16,11428571","15,78571429","17,68571429","16,92857143","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2022,31,"14,58571429","14,78571429","14,67142857","16,25714286","16,81428571","21,81428571","17,51428571","16,18571429","18,67142857","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2022,32,"13,94285714","13,82857143","13,68571429","15,37142857","14,71428571","16,75714286","15,51428571","21,48571429","18,05714286","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2022,33,"18,15714286","18,17142857","18,2","20,11428571","21,04285714","10,67142857","20,75714286","17,72857143","23,01428571","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2022,34,"13,52857143","13,91428571","14,45714286","15,11428571","14,3","8,183333333","15,81428571","12,58571429","18,47142857","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2022,35,"7,614285714","7,271428571","6,785714286","9,471428571","8,471428571",,"8,828571429","7,9","10,14285714","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2022,36,"7,18","6,7","6,86","8,02","7,32",,"6,7",,"8,8","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"